|GLEAM J193432-284551|19 34 32.07|-28 45 51.8|       1808.661|       1632.392|       1767.904|       1571.513|        1392.238|        1474.711|        1212.196|        1175.858|        1137.017|        1016.310|        1027.272|         869.564|         977.864|         945.509|         874.796|         875.285|         832.075|         826.503|         741.086|         702.433|-0.872|
|GLEAM J011136-222143|01 11 36.52|-22 21 43.9|       1682.326|       1622.095|       1486.172|       1431.105|        1276.678|        1225.598|        1167.554|        1125.556|        1070.540|        1016.776|         945.899|         918.237|         896.421|         835.934|         840.676|         796.633|         774.132|         737.883|         734.200|         721.180|-0.810|
|GLEAM J014418-214044|01 44 18.28|-21 40 44.0|       1886.327|       1643.469|       1497.232|       1465.007|        1264.870|        1255.528|        1224.759|        1134.189|        1073.993|        1016.958|         966.458|         863.587|         857.936|         779.092|         793.632|         777.847|         729.235|         687.394|         652.335|         617.066|-0.963|
|GLEAM J150652-374220|15 06 52.45|-37 42 20.3|       1842.485|       1688.141|       1563.355|       1446.057|        1435.795|        1396.980|        1165.060|        1203.840|         929.587|        1016.979|         897.336|         952.177|         908.020|         947.251|         822.839|         823.831|         736.821|         804.234|         722.095|         699.589|-0.876|
|GLEAM J205406-221833|20 54 06.94|-22 18 33.4|       1746.102|       1558.274|       1478.707|       1378.045|        1289.348|        1232.512|        1199.140|        1087.463|        1043.107|        1017.014|         944.931|         924.881|         875.444|         846.232|         843.493|         793.566|         761.410|         760.071|         704.706|         685.480|-0.823|
|GLEAM J191835-212035|19 18 35.51|-21 20 35.4|       1994.731|       1653.247|       1424.307|       1366.593|        1434.234|        1262.015|        1355.389|        1094.237|        1070.137|        1017.033|        1052.400|         977.415|         947.435|         899.152|         854.810|         866.894|         777.712|         875.454|         804.228|         779.570|-0.754|
|GLEAM J055320-275309|05 53 20.34|-27 53 09.5|       2128.197|       1965.096|       1766.015|       1549.955|        1501.134|        1378.012|        1296.401|        1193.886|        1086.831|        1017.391|         970.412|         920.152|         881.912|         848.169|         806.307|         733.013|         774.053|         711.057|         689.262|         667.278|-1.071|
|GLEAM J204437-341454|20 44 37.89|-34 14 54.6|       1472.866|       1483.894|       1401.719|       1431.104|        1281.019|        1259.395|        1242.242|        1103.999|         995.928|        1017.399|        1015.209|         976.861|         921.652|         891.549|         883.522|         783.897|         851.880|         818.393|         817.376|         856.071|-0.650|
|GLEAM J020327-240046|02 03 27.87|-24 00 46.9|       1027.509|        930.716|        921.174|        973.992|         999.785|         977.000|        1020.819|         968.435|        1019.229|        1017.798|         962.573|         944.368|         937.536|         965.327|         948.726|         949.287|         914.833|         888.850|         878.915|         850.733|-0.141|
|GLEAM J162514-344928|16 25 14.05|-34 49 28.5|       2085.717|       1809.668|       1742.720|       1447.427|        1462.241|        1284.795|        1322.996|        1129.020|        1110.788|        1017.985|         977.635|         912.495|         951.611|         883.119|         832.402|         753.794|         725.173|         711.024|         579.797|         631.895|-1.044|
|GLEAM J225616-292841|22 56 16.08|-29 28 41.5|       1840.630|       1587.771|       1464.780|       1267.392|        1263.449|        1272.514|        1172.781|        1103.709|        1029.794|        1018.134|         996.447|         904.230|         914.530|         850.113|         857.179|         817.509|         791.214|         776.531|         768.894|         762.019|-0.756|
|GLEAM J161419-285338|16 14 19.07|-28 53 38.7|       1812.517|       1935.270|       1262.862|       1653.734|        1487.499|        1250.054|        1111.869|        1069.827|        1079.071|        1019.087|         937.073|         881.249|         905.916|         934.398|         836.666|         782.913|         766.096|         694.681|         677.807|         635.683|-0.964|
|GLEAM J205217-342111|20 52 17.11|-34 21 11.3|       2125.592|       1857.748|       1856.218|       1670.817|        1713.972|        1475.737|        1288.986|        1246.437|        1097.404|        1019.093|        1027.882|         977.128|         978.600|         865.660|         843.709|         777.948|         839.429|         768.305|         786.193|         735.486|-1.008|
|GLEAM J041144-380423|04 11 44.74|-38 04 23.3|       1587.648|       1368.606|       1442.776|       1333.105|        1313.598|        1309.856|        1228.981|        1142.152|        1080.479|        1019.108|        1004.146|         984.263|         968.802|         891.441|         905.946|         888.963|         859.396|         848.870|         855.827|         793.065|-0.625|
|GLEAM J125204-292808|12 52 04.57|-29 28 08.0|       1625.553|       1571.271|       1455.681|       1369.498|        1394.977|        1315.464|        1181.207|        1031.927|        1027.106|        1019.438|         974.986|         908.978|         895.813|         861.220|         859.170|         870.452|         846.050|         798.032|         756.190|         734.691|-0.739|
|GLEAM J040138-265626|04 01 38.41|-26 56 27.0|       1899.488|       1627.630|       1644.607|       1437.554|        1345.197|        1277.532|        1227.379|        1143.543|        1012.308|        1019.568|         952.143|         937.353|         925.660|         864.021|         870.511|         787.142|         770.332|         781.073|         786.934|         743.852|-0.827|
|GLEAM J044918-210602|04 49 18.53|-21 06 02.9|       1931.800|       1722.128|       1582.020|       1671.559|        1440.414|        1267.430|        1250.311|        1208.371|        1059.350|        1020.266|        1006.139|         934.062|         860.007|         807.714|         818.094|         767.871|         754.234|         682.433|         671.912|         625.965|-1.023|
|GLEAM J053547-282721|05 35 47.58|-28 27 21.9|       1814.600|       1679.587|       1578.956|       1498.551|        1311.428|        1232.967|        1199.816|        1081.311|        1033.119|        1020.411|         951.573|         896.626|         888.139|         837.288|         833.116|         815.663|         787.447|         779.057|         755.305|         725.005|-0.821|
|GLEAM J025028-211824|02 50 28.46|-21 18 24.4|       1902.473|       1682.948|       1695.891|       1526.287|        1422.434|        1301.263|        1251.007|        1145.127|        1073.417|        1020.517|         980.121|         910.786|         862.083|         836.507|         805.365|         793.928|         787.960|         733.440|         720.524|         696.590|-0.940|
|GLEAM J195342-344229|19 53 42.95|-34 42 29.2|       1742.317|       1675.194|       1538.957|       1397.196|        1467.979|        1293.444|        1324.421|        1172.359|        1123.943|        1020.539|        1032.972|        1051.124|        1037.228|         980.272|         956.565|         872.450|         820.565|         868.891|         791.479|         787.117|-0.722|
|GLEAM J153435-252332|15 34 35.32|-25 23 32.1|       1818.374|       1655.157|       1505.593|       1469.246|        1382.366|        1390.095|        1219.539|        1116.233|        1054.966|        1020.582|         949.324|         933.855|         911.863|         841.112|         841.731|         858.907|         770.730|         743.752|         722.498|         701.872|-0.875|
|GLEAM J152039-401838|15 20 39.69|-40 18 39.0|       2430.602|       2042.142|       1697.262|       1528.768|        1784.279|        1461.854|        1299.760|        1344.415|        1140.826|        1020.960|        1051.527|        1000.671|         979.734|         915.717|         827.905|         865.891|         832.285|         786.019|         771.767|         696.838|-1.029|
